ID de la compétence parente;ID;Nom abrégé;Description;Format de description;Valeurs du barème;configuration du barème;Type de règle de compétence (optionnelle);Règle d'objectif (optionnelle);Règle de paramétrage (optionnelle);IDs des compétences croisées associées;ID d'exportation (optionnel);Est un référentiel;Taxonomie
2.10.3.2.0.0;2.10.3.2.0.4;Analyser les conséquences d’un choix de comptabilisation, notamment sur la présentation des comptes annuels, dans une situation donnée. ;;1;;;;;;;;;
2.10.3.2.0.0;2.10.3.2.0.5;Présenter les informations à fournir en annexe. ;;1;;;;;;;;;
2.10.0.0.0.0;2.10.4.0.0.0;4- Charges et produits (30 heures) ;<h5>Sens et portée de l’étude</h5><p>Appréhender l’importance de la notion de temps dans le processus comptable et la question de rattachement des charges et des produits au résultat de l’exercice. </p><p><h5>Savoirs associés</h5></p><p>* Abonnement des charges et des produits. </p><p>* Évènements postérieurs à la clôture. </p><p>* Contrats à long terme. </p><p>* Dispositifs associant le personnel aux performances de l’entreprise. </p><p>* Impôt sur les sociétés. </p><p>* Aides aux entreprises : subventions, aides à l’emploi, abandons de créance. </p><p>* Changements comptables. </p>;1;;;;;;;;;
2.10.4.0.0.0;2.10.4.0.0.1;Exposer et appliquer les traitements comptables relatifs au rattachement des charges et des produits. ;;1;;;;;;;;;
2.10.4.0.0.0;2.10.4.0.0.2;Évaluer et comptabiliser les opérations citées et plus particulièrement celles se déroulant sur plusieurs exercices. ;;1;;;;;;;;;
2.10.4.0.0.0;2.10.4.0.0.3;Analyser les conséquences d’un choix de comptabilisation, notamment sur la présentation des comptes annuels, dans une situation donnée. ;;1;;;;;;;;;
2.10.4.0.0.0;2.10.4.0.0.4;Présenter les informations à fournir en annexe. ;;1;;;;;;;;;
2.10.0.0.0.0;2.10.5.0.0.0;5- Entités spécifiques (15 heures) ;"<h5>Sens et portée de l’étude</h5><p>Identifier et appliquer les adaptations des règles de comptabilisation aux associations et aux collectivités territoriales. </p><p><h5>Savoirs associés</h5></p><p>* Associations : </p><p>*cadre légal et réglementaire ; </p><p>*principales sources de financement et obligations d’information liées ; </p><p>*principales opérations comptables ; -documents de synthèse. </p><p>* Collectivités locales :  </p><p>*cadre légal et réglementaire ; </p><p>*principe de séparation de l’ordonnateur et du comptable public et leurs fonctions ; </p><p>*notions de budget et d’équilibre budgétaire ; -principales opérations comptables ; -contrôle des comptes. </p>";1;;;;;;;;;
2.10.5.0.0.0;2.10.5.0.0.1;Exposer les spécificités propres aux associations et aux collectivités territoriales.  - Citer les principales particularités comptables des associations et des collectivités territoriales.  ;;1;;;;;;;;;
2.10.5.0.0.0;2.10.5.0.0.2;Évaluer et comptabiliser les principales opérations. ;;1;;;;;;;;;
2.0.0.0.0.0;2.11.0.0.0.0;UE 11 - CONTRÔLE DE GESTION  ;;1;;;;;;;;;
2.11.0.0.0.0;2.11.1.0.0.0;1- Le positionnement du contrôle de gestion et l’identification du métier (10 heures) ;<h5>Sens et portée de l’étude</h5><p>Le contrôle de gestion peut se définir comme un processus d'aide à la décision dans une organisation, permettant une intervention avant, pendant et après l'action. Il constitue également un mode de régulation des comportements. </p><p>Il doit être positionné par rapport au contrôle stratégique, sachant que le programme porte fondamentalement sur le contrôle opérationnel. Il convient donc d'aborder le pilotage de l'organisation, non seulement dans une approche fonctionnelle, mais aussi dans une approche globale. </p><p><h5>Savoirs associés</h5></p><p>* Les notions de contrôle, contrôle stratégique et contrôle opérationnel. </p><p>* Les notions de valeur, utilité, coût, pilotage et performance. </p><p>* Le contrôle de gestion : définition, rôle et place par rapport aux autres domaines disciplinaires et aux autres formes de contrôle. </p><p>* Les missions du contrôle de gestion. </p><p>* Les utilisateurs du contrôle de gestion. </p><p>* Le positionnement et la contingence du contrôle de gestion dans une organisation. </p><p>* Les qualités attendues du contrôleur de gestion. </p>;1;;;;;;;;;
2.11.1.0.0.0;2.11.1.0.0.1;Identifier le rôle et la place du contrôle de gestion en fonction des caractéristiques de l'organisation (taille, activité, environnement) et du type d’activité (production, service). ;;1;;;;;;;;;
2.11.1.0.0.0;2.11.1.0.0.2;Distinguer les différentes définitions de la performance. ;;1;;;;;;;;;
2.11.1.0.0.0;2.11.1.0.0.3;Caractériser la notion de pilotage. ;;1;;;;;;;;;
2.11.0.0.0.0;2.11.2.0.0.0;2- La détermination et l’analyse des coûts comme réponse à différents problèmes de gestion (80 heures) ;<h5>Sens et portée de l’étude</h5><p>Le calcul de coûts permet de répondre à des obligations légales (évaluation des stocks et des productions immobilisées), mais il constitue également un des outils du pilotage d’une organisation. Il doit permettre le diagnostic et l’aide à la prise de décisions. </p>;1;;;;;;;;;
2.11.2.0.0.0;2.11.2.1.0.0;2.1 La construction des modèles de coûts ;<h5>Sens et portée de l’étude</h5><p>Il s’agit d’appréhender les principales caractéristiques d'élaboration et de diffusion des informations produites par la comptabilité financière et de les retraiter afin de pouvoir les prendre en compte de façon pertinente en contrôle de gestion. </p><p>La modélisation des coûts doit être comprise et analysée en fonction des caractéristiques de la structure d’une organisation et de ses facteurs de contingence. </p><p><h5>Savoirs associés</h5></p><p>* Rôles de la comptabilité de gestion.  </p><p>* Sources d'informations de la comptabilité de gestion. </p><p>* Définition d’un coût, d’une marge, d’un résultat. - Typologie des coûts.  </p><p>* Réseau d’analyse comptable. </p><p>* Produits et charges incorporés. </p><p>* La comptabilité de gestion et le contrôle de gestion. </p>;1;;;;;;;;;
2.11.2.1.0.0;2.11.2.1.0.1;Identifier les coûts, marges et résultats à calculer. ;;1;;;;;;;;;
2.11.2.1.0.0;2.11.2.1.0.2;Justifier l’existence des différences d’incorporation. - Justifier la nécessité d'adapter les périmètres de calcul de coûts à l’activité de l’entité et aux besoins d’informations des décideurs. ;;1;;;;;;;;;
2.11.2.1.0.0;2.11.2.1.0.3;Analyser les liens entre la comptabilité financière et la comptabilité de gestion ;;1;;;;;;;;;
2.11.2.0.0.0;2.11.2.2.0.0;2.2 Le choix d’une méthode de calcul de coûts ;<h5>Sens et portée de l’étude</h5><p>Les coûts comme outils de gestion sont reliés à diverses utilisations, notamment évaluer les conditions d'exploitation, déterminer une tarification, segmenter un marché, en vue de préparer la prise de décision. </p><p><h5>Savoirs associés</h5></p><p>* Coûts complets calculés à partir du modèle des </p>;1;;;;;;;;;
2.11.2.2.0.0;2.11.2.2.0.1;Calculer et interpréter des coûts, des marges et des ;;1;;;;;;;;;
2.11.2.2.0.0;2.11.2.2.0.2;Apprécier les intérêts et limites des méthodes de calcul de coûts afin de choisir celle(s) adaptée(s) au contexte de gestion.  ;;1;;;;;;;;;
2.11.2.2.0.0;2.11.2.2.0.3;Calculer et interpréter des indicateurs du risque d’exploitation afin d’identifier des problèmes et de proposer des solutions de gestion adaptées. ;;1;;;;;;;;;
2.11.2.2.0.0;2.11.2.2.0.4;Rédiger un argumentaire afin de conseiller le décideur. ;;1;;;;;;;;;
2.11.2.0.0.0;2.11.2.3.0.0;2.3 La prise en compte de données aléatoires  ;<h5>Sens et portée de l’étude</h5><p>Il s’agit d’introduire l’aléa dans les modèles de contrôle de gestion en présentant les outils qui permettent de répondre à des problèmes de gestion en avenir aléatoire : risque d’exploitation, calcul du chiffre d’affaires, d’une marge et d’un résultat. </p><p><h5>Savoirs associés</h5></p><p>* Variables aléatoires discrètes et continues : fonctions de distribution et de répartition, espérance mathématique, variance et écart type. </p><p>* Propriétés de l’espérance et de la variance pour le seul cas de variables aléatoires indépendantes.  - Caractéristiques et modalités d'application des lois suivantes : binomiale, de Poisson, normale. </p><p>* Approximation des lois. </p>;1;;;;;;;;;
2.11.2.3.0.0;2.11.2.3.0.1;Calculer et interpréter une espérance et un écart sur type de ventes, coûts, marge et résultat, pour un ou plusieurs produits. ;;1;;;;;;;;;
2.11.2.3.0.0;2.11.2.3.0.2;Identifier la loi de probabilité adaptée à une situation de gestion donnée puis calculer et interpréter les probabilités.  ;;1;;;;;;;;;
2.11.2.3.0.0;2.11.2.3.0.3;Déterminer et interpréter le seuil de rentabilité en avenir aléatoire. ;;1;;;;;;;;;
2.11.0.0.0.0;2.11.3.0.0.0;3- La gestion budgétaire (65 heures) ;<h5>Sens et portée de l’étude</h5><p>Le pilotage d’une organisation s’effectue souvent dans le cadre d’une organisation décentralisée et nécessite d’établir des prévisions, puis de les confronter à la réalité afin d’apprécier la performance. </p>;1;;;;;;;;;
2.11.3.0.0.0;2.11.3.1.0.0;3.1 La structuration de l'organisation et la gestion budgétaire  ;<h5>Sens et portée de l’étude</h5><p>Il s’agit de montrer que la gestion budgétaire se calque sur la configuration structurelle d’une organisation et suit son évolution. Il est intéressant de montrer que plusieurs découpages sont possibles : par centres de responsabilité, par activité, par processus.  </p><p><h5>Savoirs associés</h5></p><p>* Centres de responsabilités : définition, typologie, objectifs, moyens et évaluation de la performance. </p><p>* Budget par centres, par activité, par processus. - Rôles et place des différents acteurs : motivation, direction par objectifs, évaluation des performances individuelles et collectives. </p><p>* Négociation d'objectifs au sein de l'organisation : communication descendante et communication ascendante.  </p>;1;;;;;;;;;
2.11.3.1.0.0;2.11.3.1.0.1;Distinguer et caractériser les différents centres de responsabilités. ;;1;;;;;;;;;
2.11.3.1.0.0;2.11.3.1.0.2;Proposer des indicateurs associés à un centre de responsabilités pour en évaluer la performance. - Comparer plusieurs configurations budgétaires ;;1;;;;;;;;;
2.11.3.0.0.0;2.11.3.2.0.0;3.2 Les outils et procédures de la gestion budgétaire ;"<h5>Sens et portée de l’étude</h5><p>Les budgets constituent un mode de mise sous tension d'une organisation et permettent d'assurer une bonne maîtrise des délégations au niveau des entités locales lorsque le cadre global de la planification demeure pertinent. </p><p>Il s’agit de montrer les liens avec la stratégie, la planification stratégique et opérationnelle, ainsi qu’avec la comptabilité financière pour établir les comptes prévisionnels.  </p><p>La gestion budgétaire englobe tous les aspects de l'activité de l'organisation, de la budgétisation au contrôle budgétaire. </p><p><h5>Savoirs associés</h5></p><p>* Les démarches et pratiques budgétaires. </p><p>* Stratégie, planification, plans, programmes, budgets. </p><p>* Les enjeux et limites de la budgétisation. </p><p>* Les rôles des budgets dans l'organisation au regard de la stratégie adoptée. </p><p>* Les outils de construction de budgets dans les domaines : - commerciaux (segmentation de marchés, prévisions des ventes, politique de prix) ; </p><p>* productifs (optimisation, goulot d'étranglement, ordonnancement) ; </p><p>* des approvisionnements (modèles de gestion des stocks en avenir certain, modèles en avenir aléatoire, budgétisation des approvisionnements, implications du juste-à-temps) ; </p><p>* de la gestion du personnel (prévisions et analyse des variations, ou écarts,  de la masse salariale).  - Les procédures budgétaires pour mettre sous tension les acteurs. </p><p>* Le contrôle budgétaire dans le cadre d'un centre de profit (analyse des écarts sur coûts, chiffre d’affaires, marge et résultat). </p><p>* Le bilan et le compte de résultat prévisionnels. </p>";1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.1;Identifier une organisation budgétaire adaptée. ;;1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.2;Déterminer et appliquer une méthode adaptée à des calculs de prévisions commerciales pour conseiller le décideur.  ;;1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.3;Élaborer et résoudre une programmation de la production à l’aide de la programmation linéaire ou de l’ordonnancement. ;;1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.4;Déterminer le programme optimal d'approvisionnement en avenir certain et le stock optimal en avenir aléatoire. ;;1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.5;Concevoir un budget des approvisionnements en tenant compte des solutions d’approvisionnement. - Déterminer et commenter une masse salariale prévisionnelle et ses évolutions. ;;1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.6;Rédiger une note de synthèse sur la politique salariale. ;;1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.7;Distinguer l’écart relatif à la production prévue de l’écart relatif à la production constatée, établir le lien entre les deux et commenter. ;;1;;;;;;;;;
2.11.3.2.0.0;2.11.3.2.0.8;Rédiger une note de synthèse sur les écarts calculés ;;1;;;;;;;;;
2.11.0.0.0.0;2.11.4.0.0.0;4- Les outils d’amélioration des performances (45 heures) ;<h5>Sens et portée de l’étude</h5><p>Mettre en œuvre des outils et des méthodes qui viennent en complément de ceux qui ont une orientation financière, en particulier pour améliorer la qualité et limiter les délais. </p><p>L'amélioration continue du rapport valeur/coût peut aussi prendre appui sur des démarches d'étalonnage concurrentiel ou de reconfiguration, de gestion de la qualité totale. </p><p>Il s’agit de montrer toutes les démarches et techniques pour piloter en temps réel des variables quantitatives ou qualitatives, par exemple avec des tableaux de bord pour la production, pour les ressources humaines, pour l’environnement.  </p><p><h5>Savoirs associés</h5></p><p>* Performance : définition, formes. </p><p>* Méthode des coûts cibles. </p><p>* Analyse de la valeur. </p><p>* Étalonnage concurrentiel (benchmarking), reconfiguration des processus (reengineering). - Coûts liés à la qualité et à la non qualité, coûts cachés. </p><p>* Contrôle statistique de la qualité, estimation ponctuelle et par intervalle de confiance d'une moyenne, d’une proportion. </p><p>* Outils de gestion de la qualité.  </p><p>* Rôles et modalités du reporting.  </p><p>* Tableaux de bord de gestion : objectifs, principes de conception (démarche, choix des indicateurs de performance), présentation, intérêts et limites. </p>;1;;;;;;;;;
2.11.4.0.0.0;2.11.4.0.0.1;Identifier les avantages et les inconvénients du coût cible et mettre en œuvre cette méthode dans un contexte donné. ;;1;;;;;;;;;
2.11.4.0.0.0;2.11.4.0.0.2;Exploiter les outils de gestion de la qualité. - Rédiger une note de synthèse sur la gestion de la qualité et identifier des solutions aux éventuels problèmes détectés. ;;1;;;;;;;;;
2.11.4.0.0.0;2.11.4.0.0.3;Concevoir un tableau de bord de gestion. ;;1;;;;;;;;;
2.11.4.0.0.0;2.11.4.0.0.4;Commenter un tableau de bord de gestion. ;;1;;;;;;;;;
2.0.0.0.0.0;2.6.0.0.0.0;UE 6 - FINANCE D’ENTREPRISE  ;;1;;;;;;;;;
2.6.0.0.0.0;2.6.1.0.0.0;1- Le diagnostic financier des comptes sociaux (40 heures)  ;Sens et portée de l'étude  <p>Le diagnostic financier doit permettre de porter un jugement sur les forces et les faiblesses de l'entreprise à partir de données pluriannuelles sur ses états financiers et des informations sectorielles, en vue d’émettre des préconisations. </p>;1;;;;;;;;;
2.6.1.0.0.0;2.6.1.1.0.0;1.1 La démarche de diagnostic  ;Sens et portée de l'étude Mettre en œuvre des méthodes d’analyse des états financiers qui varient en fonction de l’information disponible et du contexte du diagnostic. <p><h5>Savoirs associés</h5></p><p>* Définition du diagnostic financier d’une entreprise. - Diversité des méthodes de diagnostic. </p><p>* Définition et articulation des documents de synthèse : bilan, compte de résultat et annexe. - Comparaison dans le temps. </p><p>* Comparaison des données de l’entreprise à celles de son secteur. </p><p>* Intérêts et limites des informations sectorielles. </p>;1;;;;;;;;;
2.6.1.1.0.0;2.6.1.1.0.1;Expliciter le caractère multidimensionnel du diagnostic d’entreprise. ;;1;;;;;;;;;
2.6.1.1.0.0;2.6.1.1.0.2;Interpréter les documents de synthèse. ;;1;;;;;;;;;
2.6.1.1.0.0;2.6.1.1.0.3;Identifier les destinataires du diagnostic financier d’entreprise. ;;1;;;;;;;;;
2.6.1.1.0.0;2.6.1.1.0.4;Identifier les limites de l’information comptable.  - Discuter de l’intérêt et des limites de l’information sectorielle. ;;1;;;;;;;;;
2.6.1.0.0.0;2.6.1.2.0.0;1.2 L’analyse de l’activité Sens et portée de l'étude ;Analyser l’activité de l’entreprise pour apprécier sa croissance et mesurer son aptitude à dégager des profits. <p><h5>Savoirs associés</h5></p><p>* Les soldes intermédiaires de gestion : présentation et retraitements. </p><p>* La valeur ajoutée : signification et répartition. </p><p>* La capacité d'autofinancement.  </p>;1;;;;;;;;;
2.6.1.2.0.0;2.6.1.2.0.1;Analyser le compte de résultat. ;;1;;;;;;;;;
2.6.1.2.0.0;2.6.1.2.0.2;Déterminer les différents soldes intermédiaires de gestion. ;;1;;;;;;;;;
2.6.1.2.0.0;2.6.1.2.0.3;Justifier les retraitements du tableau des soldes intermédiaires de gestion. ;;1;;;;;;;;;
2.6.1.2.0.0;2.6.1.2.0.4;Commenter et interpréter les différents soldes intermédiaires de gestion. ;;1;;;;;;;;;
2.6.1.2.0.0;2.6.1.2.0.5;Déterminer la capacité d’autofinancement selon les méthodes additive et soustractive. - Commenter et interpréter la capacité d’autofinancement. ;;1;;;;;;;;;
2.6.1.0.0.0;2.6.1.3.0.0;1.3 L’analyse de la structure financière Sens et portée de l'étude ;Analyser la structure des ressources et des emplois mise en œuvre pour que l’entreprise puisse assurer sa pérennité et développer son activité. <p><h5>Savoirs associés</h5></p><p>* L’équilibre fonctionnel du bilan. </p><p>* Le fonds de roulement net global. </p><p>* Le besoin en fonds de roulement (exploitation et hors exploitation). </p><p>* La trésorerie nette. </p><p>* Les retraitements du bilan fonctionnel.  </p>;1;;;;;;;;;
2.6.1.3.0.0;2.6.1.3.0.1;Expliquer la logique fonctionnelle « emplois ressources ». ;;1;;;;;;;;;
2.6.1.3.0.0;2.6.1.3.0.2;Différencier les différents cycles d'opérations (investissement, financement, exploitation). ;;1;;;;;;;;;
2.6.1.3.0.0;2.6.1.3.0.3;Construire un bilan fonctionnel.  ;;1;;;;;;;;;
2.6.1.3.0.0;2.6.1.3.0.4;Calculer le fonds de roulement net global, le besoin en fonds de roulement et la trésorerie nette. ;;1;;;;;;;;;
2.6.1.3.0.0;2.6.1.3.0.5;Caractériser l’évolution dans le temps de la structure financière d’une entreprise. ;;1;;;;;;;;;
2.6.1.0.0.0;2.6.1.4.0.0;1.4 L’analyse de la rentabilité Sens et portée de l'étude ;Mesurer la rentabilité au strict plan économique ou en introduisant l’impact de l’endettement sur la rentabilité des fonds propres. <p><h5>Savoirs associés</h5></p><p>* Les charges variables, les charges fixes. - La rentabilité économique. </p><p>* Le levier opérationnel (ou d’exploitation). - La rentabilité financière. </p><p>* L’effet de levier financier.  </p>;1;;;;;;;;;
2.6.1.4.0.0;2.6.1.4.0.1;Différencier charges variables et charges fixes. - Calculer et distinguer la rentabilité économique de la rentabilité financière. ;;1;;;;;;;;;
2.6.1.4.0.0;2.6.1.4.0.2;Mettre en évidence l’effet de levier. ;;1;;;;;;;;;
2.6.1.4.0.0;2.6.1.4.0.3;Caractériser la problématique rentabilité-risque liée à l’endettement. ;;1;;;;;;;;;
2.6.1.4.0.0;2.6.1.4.0.4;Analyser la rentabilité d’une activité ou d’une entreprise, dans une situation donnée. ;;1;;;;;;;;;
2.6.1.0.0.0;2.6.1.5.0.0;1.5 L’analyse par les ratios Sens et portée de l'étude ;Déterminer les valeurs relatives pour situer l’entreprise dans l’espace et dans le temps. <p><h5>Savoirs associés</h5></p><p>* Les ratios d’activité.  </p><p>* Les ratios de profitabilité. - Les ratios de rotation. - Les ratios d’investissement. </p><p>* Les ratios d’endettement. </p><p>* Les ratios de structure. </p>;1;;;;;;;;;
2.6.1.5.0.0;2.6.1.5.0.1;Distinguer les ratios relatifs à l’activité générale et ceux relatifs à la structure financière. ;;1;;;;;;;;;
2.6.1.5.0.0;2.6.1.5.0.2;Distinguer les ratios de stock et de flux, en niveau ou en taux de croissance. ;;1;;;;;;;;;
2.6.1.5.0.0;2.6.1.5.0.3;Analyser les ratios de l’entreprise et les mettre en relation avec ceux du secteur. ;;1;;;;;;;;;
2.6.1.5.0.0;2.6.1.5.0.4;Réaliser un diagnostic à partir d’un ensemble de ratios pertinents. ;;1;;;;;;;;;
2.6.1.5.0.0;2.6.1.5.0.5;Identifier les limites d’une analyse basée uniquement sur les ratios. ;;1;;;;;;;;;
2.6.1.0.0.0;2.6.1.6.0.0;1.6 L’analyse par les tableaux de flux Sens et portée de l'étude ;Analyser en dynamique les flux de fonds et de trésorerie pour juger de l’aptitude de l’entreprise à honorer ses engagements ainsi qu’à prévenir les éventuelles défaillances. <p><h5>Savoirs associés</h5></p><p>* Le tableau de financement (tableau de flux de fonds) et les tableaux de flux de trésorerie.  </p><p>* Les retraitements pour l’élaboration des tableaux de flux. </p><p>* Les flux de trésorerie d’exploitation, d’investissement, de financement. </p><p>* La capacité à supporter le coût de la dette, solvabilité.  </p><p>* La capacité à financer les investissements.  </p>;1;;;;;;;;;
2.6.1.6.0.0;2.6.1.6.0.1;Distinguer tableau de financement et tableau de flux de trésorerie. ;;1;;;;;;;;;
2.6.1.6.0.0;2.6.1.6.0.2;Identifier le rôle de la trésorerie dans le risque de défaillance.  ;;1;;;;;;;;;
2.6.1.6.0.0;2.6.1.6.0.3;Construire le tableau de financement du Plan comptable général.  ;;1;;;;;;;;;
2.6.1.6.0.0;2.6.1.6.0.4;Construire un tableau de flux de trésorerie selon la méthode directe ou indirecte. ;;1;;;;;;;;;
2.6.1.6.0.0;2.6.1.6.0.5;Justifier les retraitements des tableaux de flux. ;;1;;;;;;;;;
2.6.1.6.0.0;2.6.1.6.0.6;Conduire un diagnostic à partir des tableaux de flux. ;;1;;;;;;;;;
2.6.1.0.0.0;2.6.1.7.0.0;1.7 Le diagnostic financier ;<h5>Sens et portée de l’étude</h5><p>Il s’agit de synthétiser l’ensemble des analyses pour produire une vision globale du diagnostic financier. </p><p><h5>Savoirs associés</h5></p><p>* Diagnostic financier : démarche, outils. </p>;1;;;;;;;;;
2.6.1.7.0.0;2.6.1.7.0.1;Conduire un diagnostic financier à partir de données financières. ;;1;;;;;;;;;
2.6.1.7.0.0;2.6.1.7.0.2;Proposer une conclusion générale à un diagnostic financier ;;1;;;;;;;;;
2.6.0.0.0.0;2.6.2.0.0.0;2- La politique d’investissement (40 heures)  ;Sens et portée de l'étude  <p>Apprécier la pertinence d’un investissement à partir des flux financiers prévisionnels qu’il engendre sur plusieurs périodes. </p>;1;;;;;;;;;
2.6.2.0.0.0;2.6.2.1.0.0;2.1 La valeur et le temps ;Sens et portée de l'étude <p>Mettre en évidence la relation entre temps et valeur, mesurée pour un actif ou un passif financier. </p><p><h5>Savoirs associés</h5></p><p>* La valeur présente et la valeur future. </p><p>* La capitalisation et l’actualisation en temps discret. - Les annuités : définition et détermination. </p><p>* Taux d'intérêt nominal et taux d’intérêt réel. </p><p>* L’évaluation d'un actif par actualisation des flux futurs. </p><p>* Le taux de rendement actuariel. </p>;1;;;;;;;;;
2.6.2.1.0.0;2.6.2.1.0.1;Distinguer valeur d’usage, valeur historique et valeur de marché. ;;1;;;;;;;;;
2.6.2.1.0.0;2.6.2.1.0.2;Analyser l’influence du temps sur la valeur et appréhender le lien entre valeur et taux d’actualisation. ;;1;;;;;;;;;
2.6.2.1.0.0;2.6.2.1.0.3;Calculer et interpréter un taux actuariel. ;;1;;;;;;;;;
2.6.2.0.0.0;2.6.2.2.0.0;2.2 La gestion du besoin en fonds de roulement d’exploitation Sens et portée de l'étude ;Évaluer le besoin de financement généré par l’exploitation en se référant aux normes (ou conditions normales) de fonctionnement du cycle d’exploitation. Mesurer l’impact des variations de niveau d’activité et justifier éventuellement la réduction des emplois. <p><h5>Savoirs associés</h5></p><p>* L’approche normative du besoin en fonds de roulement (d’exploitation). </p><p>* Le niveau moyen du besoin en fonds de roulement d’exploitation. </p><p>* Les actions sur les postes clients, fournisseurs et stocks. </p>;1;;;;;;;;;
2.6.2.2.0.0;2.6.2.2.0.1;Déterminer le besoin en fonds de roulement d'exploitation normatif. ;;1;;;;;;;;;
2.6.2.2.0.0;2.6.2.2.0.2;Analyser le besoin en fonds de roulement au vu des éléments variables (postes de stocks, de créances clients, de dettes fournisseurs et de TVA). ;;1;;;;;;;;;
2.6.2.2.0.0;2.6.2.2.0.3;Proposer des recommandations en matière de gestion du besoin en fonds de roulement, dans une situation donnée ou prévisionnelle simple. ;;1;;;;;;;;;
2.6.2.0.0.0;2.6.2.3.0.0;2.3 Les projets d’investissement Sens et portée de l'étude ;Caractériser et estimer le bien fondé d’un projet d’investissement en univers certain. <p><h5>Savoirs associés</h5></p><p>* La typologie des investissements.  </p><p>* Les paramètres financiers et comptables caractérisant un investissement. </p><p>* Le choix d’un taux d’actualisation en fonction du coût du capital pour un projet (hors fiscalité). </p><p>* Les critères financiers de sélection (valeur actuelle nette y compris VAN globale, taux de rentabilité interne y compris TIR global, délai de récupération du capital investi, indice de profitabilité). </p><p>* Les critères non financiers de sélection.  </p>;1;;;;;;;;;
2.6.2.3.0.0;2.6.2.3.0.1;Identifier et distinguer les différents types d’investissements. ;;1;;;;;;;;;
2.6.2.3.0.0;2.6.2.3.0.2;Calculer les flux prévisionnels caractérisant un projet à partir des capacités d'autofinancement d’exploitation et des flux patrimoniaux. ;;1;;;;;;;;;
2.6.2.3.0.0;2.6.2.3.0.3;Déterminer les différents critères financiers de sélection de projets d’investissement. ;;1;;;;;;;;;
2.6.2.3.0.0;2.6.2.3.0.4;Argumenter un choix entre plusieurs projets qui respectent le niveau d’acceptation fixé a priori. - Analyser une décision d’investissement au-delà du simple calcul financier à l’aide de critères de sélection non financiers. ;;1;;;;;;;;;
2.6.0.0.0.0;2.6.3.0.0.0;3- La politique de financement (50 heures) ;Sens et portée de l'étude  <p>Exploiter les opportunités des différents modes de financement en respectant l’équilibre financier de l’entreprise et en tenant compte des informations délivrées par les marchés financiers.  </p><p>Faire des prévisions sur l’équilibre de la trésorerie à moyen terme et apprécier la cohérence entre investissements et choix de financement. </p>;1;;;;;;;;;
2.6.3.0.0.0;2.6.3.1.0.0;3.1 Les modes de financement Sens et portée de l'étude ;Différencier les modes de financement selon leur coût, leur origine et le risque supporté par les bailleurs de fonds. <p><h5>Savoirs associés</h5></p><p>* L’autofinancement : source, intérêts et limites. - Le financement par emprunt avec construction d’un tableau d’amortissement. </p><p>* Le financement par augmentation de capital. </p><p>* Le financement par crédit-bail. </p><p>* Le financement participatif. </p>;1;;;;;;;;;
2.6.3.1.0.0;2.6.3.1.0.1;Distinguer les modes de financement et évaluer leur coût respectif. ;;1;;;;;;;;;
2.6.3.1.0.0;2.6.3.1.0.2;Déterminer et valoriser le montant des engagements financiers de l’entreprise. ;;1;;;;;;;;;
2.6.3.1.0.0;2.6.3.1.0.3;Calculer et comparer les coûts des différents moyens de financement en intégrant l’impôt sur les bénéfices. ;;1;;;;;;;;;
2.6.3.1.0.0;2.6.3.1.0.4;*Identifier une ou plusieurs solutions de financement. ;;1;;;;;;;;;
2.6.3.0.0.0;2.6.3.2.0.0;3.2 Les marchés financiers Sens et portée de l'étude ;Après avoir resitué le marché financier comme un mode de financement direct au sein de l’économie, déterminer l’apport des marchés financiers en matière de politique de financement et d’information financière de qualité. <p><h5>Savoirs associés</h5></p><p>* Le marché financier : définition, organisation et présentation des différentes catégories de titres, indices boursiers.  </p><p>* Les composantes du marché financier. </p><p>* Les relations entre qualité de l’information, prix de marché et coût d’un financement extérieur. </p><p>* Les relations entre taux actuariel de marché, taux nominal et valeur de marché des titres.  </p><p>* La cote des actions et des obligations. </p>;1;;;;;;;;;
2.6.3.2.0.0;2.6.3.2.0.1;Mettre en évidence les grands principes d’organisation.  ;;1;;;;;;;;;
2.6.3.2.0.0;2.6.3.2.0.2;Identifier les produits du marché financier. ;;1;;;;;;;;;
2.6.3.2.0.0;2.6.3.2.0.3;Identifier les principales sources de notation financière et de cotation des titres. ;;1;;;;;;;;;
2.6.3.2.0.0;2.6.3.2.0.4;Expliquer la cote des actions et des obligations. - Justifier la variation des prix des titres en fonction des taux d’intérêt de marché et de l’information. ;;1;;;;;;;;;
2.6.3.0.0.0;2.6.3.3.0.0;3.3 Les contraintes de financement Sens et portée de l'étude ;Intégrer les contraintes des financements existants en fonction du niveau de développement de l’entreprise. <p><h5>Savoirs associés</h5></p><p>* La liquidité de l’actif et l’exigibilité du passif du bilan financier. </p><p>* L’équilibre financier (fonds de roulement financier). - Les ratios de liquidité. </p><p>* La relation entre risque financier et garanties.  - Les principales garanties (personnelles et réelles) prises par les bailleurs à l’exclusion de l’aspect juridique. </p>;1;;;;;;;;;
